天宁区,?119.93,?31.75,,,,,,,,,,,
钟楼区,?119.93,?31.78,,,,,,,,,,,
新北区,?119.97,?31.83,,,,,,,,,,,
武进区,?119.93,?31.72,,,,,,,,,,,
溧阳市,?119.48,?31.42,,,,,,,,,,,
金坛市,?119.57,?31.75,,,,,,,,,,,
苏州市,?120.58,?31.3?,,,,,,,,,,,
沧浪区,?120.63,?31.3?,,,,,,,,,,,
平江区,?120.63,?31.32,,,,,,,,,,,
虎丘区,?120.57,?31.3?,,,,,,,,,,,
吴中区,?120.63,?31.27,,,,,,,,,,,
相城区,?120.63,?31.37,,,,,,,,,,,
常熟市,?120.75,?31.65,,,,,,,,,,,
昆山市,?120.98,?31.38,,,,,,,,,,,
吴江市,?120.63,?31.17,,,,,,,,,,,
南通市,?120.88,?31.98,,,,,,,,,,,
崇川区,?120.85,?32.0?,,,,,,,,,,,
海安县,?120.45,?32.55,,,,,,,,,,,
如东县,?121.18,?32.32,,,,,,,,,,,
启东市,?121.65,?31.82,,,,,,,,,,,
如皋市,?120.57,?32.4?,,,,,,,,,,,
通州市,?121.07,?32.08,,,,,,,,,,,
海门市,?121.17,?31.9?,,,,,,,,,,,
连云区,?119.37,?34.75,,,,,,,,,,,
新浦区,?119.17,?34.6?,,,,,,,,,,,
海州区,?119.12,?34.57,,,,,,,,,,,
赣榆县,?119.12,?34.83,,,,,,,,,,,
东海县,?118.77,?34.53,,,,,,,,,,,
灌云县,?119.25,?34.3?,,,,,,,,,,,
灌南县,?119.35,?34.08,,,,,,,,,,,
淮安市,?119.02,?33.62,,,,,,,,,,,
清河区,?119.02,?33.6?,,,,,,,,,,,
楚州区,?119.13,?33.5?,,,,,,,,,,,
淮阴区,?119.03,?33.63,,,,,,,,,,,
清浦区,?119.03,?33.58,,,,,,,,,,,
涟水县,?119.27,?33.78,,,,,,,,,,,
洪泽县,?118.83,?33.3?,,,,,,,,,,,
盱眙县,?118.48,?33.0?,,,,,,,,,,,
金湖县,?119.02,?33.02,,,,,,,,,,,
盐城市,?120.15,?33.35,,,,,,,,,,,
亭湖区,?120.13,?33.4?,,,,,,,,,,,
盐都区,?120.15,?33.33,,,,,,,,,,,
响水县,?119.57,?34.2?,,,,,,,,,,,
滨海县,?119.83,?33.98,,,,,,,,,,,
射阳县,?120.25,?33.78,,,,,,,,,,,
大丰市,?120.47,?33.2?,,,,,,,,,,,
广陵区,?119.43,?32.38,,,,,,,,,,,
仪征市,?119.18,?32.27,,,,,,,,,,,
高邮市,?119.43,?32.78,,,,,,,,,,,
江都市,?119.55,?32.43,,,,,,,,,,,
镇江市,?119.45,?32.2?,,,,,,,,,,,
京口区,?119.47,?32.2?,,,,,,,,,,,
丹徒区,?119.45,?32.13,,,,,,,,,,,
丹阳市,?119.57,?32.0?,,,,,,,,,,,
扬中市,?119.82,?32.23,,,,,,,,,,,
句容市,?119.17,?31.95,,,,,,,,,,,
泰州市,?119.92,?32.45,,,,,,,,,,,
兴化市,?119.85,?32.92,,,,,,,,,,,
靖江市,?120.27,?32.02,,,,,,,,,,,
泰兴市,?120.02,?32.17,,,,,,,,,,,
姜堰市,?120.15,?32.52,,,,,,,,,,,
宿迁市,?118.28,?33.97,,,,,,,,,,,
宿城区,?118.25,?33.97,,,,,,,,,,,
宿豫区,?118.32,?33.95,,,,,,,,,,,
沭阳县,?118.77,?34.13,,,,,,,,,,,
泗阳县,?118.68,?33.72,,,,,,,,,,,
泗洪县,?118.22,?33.47,,,,,,,,,,,
杭州市,?120.15,?30.28,,,,,,,,,,,
上城区,?120.17,?30.25,,,,,,,,,,,
下城区,?120.17,?30.28,,,,,,,,,,,
拱墅区,?120.13,?30.32,,,,,,,,,,,
西湖区,?120.13,?30.27,,,,,,,,,,,
萧山区,?120.27,?30.17,,,,,,,,,,,
桐庐县,?119.67,?29.8?,,,,,,,,,,,
淳安县,?119.03,?29.6?,,,,,,,,,,,
建德市,?119.28,?29.48,,,,,,,,,,,
富阳市,?119.95,?30.05,,,,,,,,,,,
临安市,?119.72,?30.23,,,,,,,,,,,
宁波市,?121.55,?29.88,,,,,,,,,,,
海曙区,?121.55,?29.87,,,,,,,,,,,
江东区,?121.57,?29.87,,,,,,,,,,,
江北区,?121.55,?29.88,,,,,,,,,,,
北仑区,?121.85,?29.93,,,,,,,,,,,
镇海区,?121.72,?29.95,,,,,,,,,,,
鄞州区,?121.53,?29.83,,,,,,,,,,,
象山县,?121.87,?29.48,,,,,,,,,,,
宁海县,?121.43,?29.28,,,,,,,,,,,
余姚市,?121.15,?30.03,,,,,,,,,,,
慈溪市,?121.23,?30.17,,,,,,,,,,,
鹿城区,?120.65,?28.02,,,,,,,,,,,
龙湾区,?120.82,?27.93,,,,,,,,,,,
洞头县,?121.15,?27.83,,,,,,,,,,,
永嘉县,?120.68,?28.15,,,,,,,,,,,
平阳县,?120.57,?27.67,,,,,,,,,,,
文成县,?120.08,?27.78,,,,,,,,,,,
泰顺县,?119.72,?27.57,,,,,,,,,,,
瑞安市,?120.63,?27.78,,,,,,,,,,,
乐清市,?120.95,?28.13,,,,,,,,,,,
嘉兴市,?120.75,?30.75,,,,,,,,,,,
嘉善县,?120.92,?30.85,,,,,,,,,,,
海盐县,?120.95,?30.53,,,,,,,,,,,
海宁市,?120.68,?30.53,,,,,,,,,,,
平湖市,?121.02,?30.7?,,,,,,,,,,,
桐乡市,?120.57,?30.63,,,,,,,,,,,
湖州市,?120.08,?30.9?,,,,,,,,,,,
吴兴区,?120.12,?30.87,,,,,,,,,,,
南浔区,?120.43,?30.88,,,,,,,,,,,
德清县,?119.97,?30.53,,,,,,,,,,,
安吉县,?119.68,?30.63,,,,,,,,,,,
绍兴市,?120.57,?30.0?,,,,,,,,,,,
越城区,?120.57,?30.0?,,,,,,,,,,,
绍兴县,?120.47,?30.08,,,,,,,,,,,
诸暨市,?120.23,?29.72,,,,,,,,,,,
上虞市,?120.87,?30.03,,,,,,,,,,,
嵊州市,?120.82,?29.58,,,,,,,,,,,
金华市,?119.65,?29.08,,,,,,,,,,,
婺城区,?119.65,?29.08,,,,,,,,,,,
武义县,?119.82,?28.9?,,,,,,,,,,,
浦江县,?119.88,?29.45,,,,,,,,,,,
磐安县,?120.43,?29.05,,,,,,,,,,,
兰溪市,?119.45,?29.22,,,,,,,,,,,
义乌市,?120.07,?29.3?,,,,,,,,,,,
东阳市,?120.23,?29.28,,,,,,,,,,,
永康市,?120.03,?28.9?,,,,,,,,,,,
衢州市,?118.87,?28.93,,,,,,,,,,,
柯城区,?118.87,?28.93,,,,,,,,,,,
衢江区,?118.93,?28.98,,,,,,,,,,,
常山县,?118.52,?28.9?,,,,,,,,,,,
开化县,?118.42,?29.13,,,,,,,,,,,
龙游县,?119.17,?29.03,,,,,,,,,,,
江山市,?118.62,?28.75,,,,,,,,,,,
嵊泗县,?122.45,?30.73,,,,,,,,,,,
台州市,?121.43,?28.68,,,,,,,,,,,
椒江区,?121.43,?28.68,,,,,,,,,,,
黄岩区,?121.27,?28.65,,,,,,,,,,,
路桥区,?121.38,?28.58,,,,,,,,,,,
玉环县,?121.23,?28.13,,,,,,,,,,,
三门县,?121.38,?29.12,,,,,,,,,,,
天台县,?121.03,?29.13,,,,,,,,,,,
仙居县,?120.73,?28.87,,,,,,,,,,,
温岭市,?121.37,?28.37,,,,,,,,,,,
临海市,?121.12,?28.85,,,,,,,,,,,
丽水市,?119.92,?28.45,,,,,,,,,,,
莲都区,?119.92,?28.45,,,,,,,,,,,
青田县,?120.28,?28.15,,,,,,,,,,,
缙云县,?120.07,?28.65,,,,,,,,,,,
遂昌县,?119.27,?28.6?,,,,,,,,,,,
松阳县,?119.48,?28.45,,,,,,,,,,,
云和县,?119.57,?28.12,,,,,,,,,,,
庆元县,?119.05,?27.62,,,,,,,,,,,
龙泉市,?119.13,?28.08,,,,,,,,,,,
合肥市,?117.25,?31.83,,,,,,,,,,,
庐阳区,?117.25,?31.88,,,,,,,,,,,
蜀山区,?117.27,?31.85,,,,,,,,,,,
长丰县,?117.17,?32.48,,,,,,,,,,,
肥东县,?117.47,?31.88,,,,,,,,,,,
肥西县,?117.17,?31.72,,,,,,,,,,,
芜湖市,?118.38,?31.33,,,,,,,,,,,
镜湖区,?118.37,?31.35,,,,,,,,,,,
鸠江区,?118.38,?31.37,,,,,,,,,,,
芜湖县,?118.57,?31.15,,,,,,,,,,,
南陵县,?118.33,?30.92,,,,,,,,,,,
蚌埠市,?117.38,?32.92,,,,,,,,,,,
蚌山区,?117.35,?32.95,,,,,,,,,,,
禹会区,?117.33,?32.93,,,,,,,,,,,
淮上区,?117.35,?32.97,,,,,,,,,,,
怀远县,?117.18,?32.97,,,,,,,,,,,
五河县,?117.88,?33.15,,,,,,,,,,,
固镇县,?117.32,?33.32,,,,,,,,,,,
大通区,?117.05,?32.63,,,,,,,,,,,
潘集区,?116.82,?32.78,,,,,,,,,,,
凤台县,?116.72,?32.7?,,,,,,,,,,,
雨山区,?118.48,?31.68,,,,,,,,,,,
当涂县,?118.48,?31.55,,,,,,,,,,,
杜集区,?116.82,?34.0?,,,,,,,,,,,
濉溪县,?116.77,?33.92,,,,,,,,,,,
铜陵市,?117.82,?30.93,,,,,,,,,,,
铜陵县,?117.78,?30.95,,,,,,,,,,,
安庆市,?117.05,?30.53,,,,,,,,,,,
迎江区,?117.05,?30.5?,,,,,,,,,,,
大观区,?117.03,?30.52,,,,,,,,,,,
怀宁县,?116.83,?30.72,,,,,,,,,,,
潜山县,?116.57,?30.63,,,,,,,,,,,
太湖县,?116.27,?30.43,,,,,,,,,,,
宿松县,?116.12,?30.15,,,,,,,,,,,
望江县,?116.68,?30.13,,,,,,,,,,,
岳西县,?116.35,?30.85,,,,,,,,,,,
桐城市,?116.95,?31.05,,,,,,,,,,,
黄山市,?118.33,?29.72,,,,,,,,,,,
屯溪区,?118.33,?29.72,,,,,,,,,,,
黄山区,?118.13,?30.3?,,,,,,,,,,,
徽州区,?118.33,?29.82,,,,,,,,,,,
休宁县,?118.18,?29.78,,,,,,,,,,,
